text,sentiment
"@SouthwestAir we had early bird, and it was great. Your employees were awesome. It was 3 passengers who killed the buzz.",Positive
"@JetBlue Issue is JFK. Pilot explained once JFK reopens we can get scheduled back there, but why can't we divert to LGA? Closer than ACY!",Negative
@AmericanAir Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp; social media team for customer service),Positive
@SouthwestAir already booked my tickets for August 20th-30th!  Can't wait for my vacation!,Positive
@united Elizabeth at Washington Dulles just hooked me up with a new connecting flight at my gate! I'm super pleased!,Positive
@SouthwestAir Gracias... appreciate that!,Positive
"@united Death in the family cannot make flight tomorrow. Phone rep quoted $440 per person fee, which is almost the cost of ticket. Help?",Neutral
@USAirways My flight (US558) got Cancelled Flightled on 2/16 due to lack of flight crew.I was told that I'd be reimbursed for hotel. Who do I contact?,Negative
@SouthwestAir thanks for the great customer service today! 👍👌,Positive
@united your worker told us not to call because we'd be talking to someone in Thailand...,Negative
"@JetBlue That's right! :) Game, set, match.",Neutral
@SouthwestAir It was the usually excellent SWA flight!,Positive
@united look at this beauty 😉 dc 10 united airlines 😉 http://t.co/MvYoizRPdE,Positive
@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,Neutral
@SouthwestAir iiiii need help with my flight schedule!!! haha,Neutral
@SouthwestAir yes. Thank you. Oct 25-oct 31,Positive
@USAirways can I at least get a response?  I tried the gate person (sent me the wrong way to cust srvc ) Cust Srvc (when I found them),Negative
"@AmericanAir Hi guys, can you tell me what the emergency is for #AA65 diverting to #Heathrow from Zurich-New York? Thanks, John.",Neutral
@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,Negative
"@SouthwestAir I appreciate the response, but the constant changing of the flight time is frustrating to say the least. #toughtomakeplans",Negative
"@united done just now, thanks.",Positive
@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!,Positive
@SouthwestAir think you need to follow me for a DM,Neutral
@JetBlue thanks for the response. We are hopeful.,Positive
"@USAirways flight today Cancelled Flighted  in phl, dozens of other flights still going. On hold for 3hrs. I need to get to my job interview!!!",Negative
"@AmericanAir Thank you, you too!",Neutral
@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,Neutral
@SouthwestAir thanks!! We will see what happens!!,Positive
@VirginAmerica any plans to start flying direct from DAL to LAS?,Neutral
@USAirways your pple did a great job w the madness however some of your systems need help. I appreciate the hard work &amp; the push to b better,Positive
@USAirways That link doesn't work on mobile.,Negative
@AmericanAir Plane Veers Off Runway at Icy Dallas Airport http://t.co/DW6VDvqXBB,Neutral
😂😂 RT @JetBlue: Our fleet's on fleek. http://t.co/rinzYSK6kI,Neutral
I always look forward to JB RT @JetBlue: @bostongarden :) Looking forward to welcoming you onboard! 💙,Positive
@AmericanAir Cancelled Flight my flight saying it is cause of weather condition when it was the only flight that was Cancelled Flight,Negative
@SouthwestAir Any idea when the winter advisory will be posted for ATL for tomorrow (2/25)?? I'd rather get to PHL tonight.,Neutral
"@usairways I just want to get home before Wednesday... Joke is over, 50hrs of Cancelled Flightlations and delays is enough!",Negative
@SouthwestAir  do you know where my plane is coming from?  I'm on SW flight 4464 from RSW to MKE,Neutral
@SouthwestAir Pls help. On hold 4 long time now. Travelling 4 business and flight 2 ORF from MCI was Cancelled Flightled.  Need to get out there ASAP.,Negative
"@JetBlue if someone had bothered to inform us that the airport closed, that would have helped.",Negative
@JetBlue thank you :-),Positive
@united and learn how to book flights. http://t.co/MHHS9RUpLv,Neutral
@AmericanAir thank you for the assistance,Positive
@AmericanAir in miami and the  agents Rachel Wong and Marisol Pimentel were very  pleasant in a world of chaos a BIG .thank u,Positive
"@SouthwestAir Denver to Phoenix, I think we're finally getting ready to take off.",Neutral
@AmericanAir can we get a status update on flight 1457? Are we going to make it home tonight...?,Neutral
@united they did on a delta flight out of LAX which is why I should be compensated for my rental car there.,Negative
"@JetBlue I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots, passengers &amp; crew get there safely!",Neutral
@united.  Pls hold UA2066 for 9 cnx pax frm UA6194.  All runners.  A 5 min hold will save 2 fam frm miscnx.  Pls. Twitter is watching.,Neutral
"@AmericanAir Hahaha.... ""Meanwhile in Russia....""",Neutral
"@southwestair three flights with three  check in agents, not enough. #missedflight  back to Jet Blue",Negative
@SouthwestAir been on hold now for 1 hour 20 minutes with cust service. Can you help?,Negative
@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge,Positive
@united Another terrible experience with United. Discrimination. Delays. And no help from customer service #united #notimpressed,Negative
@JetBlue I have a reservation for tomorrow morning but trying to get back 2 night bc other flight was going to jfk. Can I get on list at CTG,Neutral
"@united, this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ",Negative
@USAirways you are cutting into my pregame time.  Go @KentuckyMBB !!!!,Negative
@united ...and when that doesn't work...,Negative
@AmericanAir thank you for replying. Trying to figure out how to get from there from DFW,Positive
"@AmericanAir 3349, was supposed to be in little rock at 10am this morning.",Negative
@united reservation was made last July. I want to know why I wasn't reseated. This only happens on international itineraries,Negative
@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,Positive
@USAirways flight #3900 fro ORF to PHL.,Neutral
@virginamerica spruce moose!,Neutral
@united  Thank you for a wonderful global first class flight on your 777 to FRA. Great service. (cont) http://t.co/46n9kDcsxU,Positive
@USAirways so apparently all of your computers crashed at BWI?  Any update on when flights will be moving?,Negative
@united [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-),Neutral
@united  I'm on standby for my connecting flight. 1st on the list.  NudgeNudge I'm told there are four slots open. Save it for me.  Please.,Neutral
"@united Friend stuck in bus on runway at PEK with two small kids no customer service, no explanation, kids crying, awful service.",Negative
@JetBlue @Cayman_Islands  I know that bar :)  Wish I was there now!,Positive
"@SouthwestAir no you are not, you just care about mighty dollar.",Negative
@SouthwestAir thx. Make it right. Help Meagan Fouty Brancato fl#2771 dfw gate 4 preboard w/kids - b4 group A please. Please.,Positive
@SouthwestAir flying flight 3130 tonight at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!,Neutral
@JetBlue will you Cancelled Flight tonight's 7 pm out of DFW to BOS? #weather,Neutral
@AmericanAir welcome anyone who works in those conditions deserves a thank you even though I am other side of #Atlantic lol xx,Positive
@united you too!,Positive
@JetBlue Customer of the year? http://t.co/epqqONHO2H,Neutral
@AmericanAir Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?,Negative
@usairways is your clt departures delayed? Hoping I can make my connection after a lengthy take off delay and endless taxi-ing here at clt,Negative
@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,Negative
@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,Negative
@USAirways Why haven't you issued a travel advisory for Charlotte Wednesday night and Thursday? 4-6 inches of snow.,Negative
@JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue,Positive
@SouthwestAir @gruber Finally.,Neutral
@USAirways I have been trying to get through to a representative for 7 hours aboout my Cancelled Flightled flight. Have you simply given up?,Negative
@SouthwestAir This experience was the worse flying experience I've ever had. To be met w/ contempt from your Customer Service makes it worse,Negative
@JetBlue @pilyoc dont talk about my friend @JetBlue like that. #thefutureisweird,Neutral
@JetBlue Is it June yet? 😊,Neutral
@SouthwestAir I wanted to thank the great efforts of Jamie McKinnie in BUF she is a true pro! during major delays she was owning it! #raise,Positive
@AmericanAir I'm going to speak with customer service at the airport tomorrow morning and see what my options are. I need a flight tomorrow,Neutral
@AmericanAir so how do we get me a person?,Neutral
@united flew from sdf to ATL to Tampa on Delta. Left early. Arrived early. Crew helpful. Wifi worked!!,Positive
@SouthwestAir what about for us that cant get to the states they are playing for the hunt? Any DestinationDragons tickets left?Even just one,Negative
@USAirways You have Cancelled Flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again...,Negative
"@united Change made in just over 3 hours. For something that should have taken seconds online, I am not thrilled. Loved the agent, though.",Negative
@USAirways Really hoping I don't get charged for this flight because they couldn't handle the influx of calls. Bummer.,Negative
@USAirways but only for certain flights from CLT-NYC. The notion that you can't rebook customers for 48 hours is absurd.,Negative
